date,Total Sleep Duration,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
1/11/2023,22860,84,61,100,60,100,97,529,2607,12452,10586,38460,24780,19440,3720,0,0,1.5625,0,85,91,83,86,90,98,97,56,100
1/12/2023,11850,83,70,78,60,100,96,234,2252,5415,4648,36240,28140,10980,1200,0,9840,1.34375,2,70,43,72,82,87,100,76,57,89
1/13/2023,33840,81,46,95,60,100,95,195,2247,3988,3548,46680,25980,13260,480,0,0,1.34375,1,86,100,85,99,92,100,84,56,100
1/15/2023,28680,89,96,100,60,100,96,656,2705,13271,12714,22560,35760,21360,4560,480,1680,1.59375,0,76,88,93,92,92,100,53,52,55
1/16/2023,18720,84,69,100,60,100,98,614,2650,9408,12143,36600,26400,13740,5580,300,3780,1.5625,0,61,65,82,100,89,100,7,37,50
1/17/2023,21690,85,78,78,78,100,98,460,2493,10324,9321,28920,33240,16740,3660,0,3840,1.46875,2,78,81,76,74,84,95,100,44,92
1/18/2023,27990,77,66,78,60,100,99,545,2555,8083,10861,36720,27360,11400,5280,120,5520,1.5,2,78,100,82,95,84,86,100,51,16
1/19/2023,24690,78,69,78,78,100,99,427,2466,9221,8523,36300,28560,14100,3480,0,3960,1.46875,2,82,88,81,83,82,100,85,65,100
1/21/2023,29820,93,66,100,95,100,97,488,2629,11315,9352,38160,21060,23880,2400,0,900,1.5625,0,83,95,90,100,86,96,59,61,100
1/23/2023,18630,90,74,100,78,100,97,551,2554,8411,10750,33960,29820,12240,5340,360,4680,1.5,0,59,72,82,100,92,71,29,73,27
1/24/2023,27000,82,59,95,60,96,96,320,2378,7357,6229,41280,24540,13140,2460,0,4980,1.40625,1,85,90,87,79,89,92,85,84,72
1/25/2023,22950,84,68,100,60,96,97,456,2472,6699,9017,37500,28680,12960,4080,0,3180,1.46875,0,81,77,82,97,92,100,99,87,22
1/26/2023,25560,84,62,100,60,96,97,556,2705,12704,10810,38220,13380,22200,4020,0,8580,1.625,0,86,90,83,87,91,100,85,89,74
1/27/2023,30510,85,77,100,60,96,97,256,2248,5402,4922,31980,33960,12300,1320,0,6840,1.3125,0,67,82,93,81,88,74,21,77,100
1/28/2023,27300,81,73,100,43,100,97,455,2527,9700,8479,34260,31560,16920,2580,600,480,1.5,0,86,80,96,100,94,90,99,80,41
1/30/2023,20010,77,76,100,25,100,97,619,2681,8808,11992,32280,26520,17820,5160,420,4200,1.59375,0,83,73,86,100,95,100,100,85,30
1/31/2023,34410,75,84,100,25,100,97,453,2497,9994,8856,29340,34260,18600,3360,0,840,1.46875,0,93,100,100,76,89,100,90,89,100
2/1/2023,23880,69,65,100,25,100,98,470,2506,6063,9087,38280,28140,13200,4080,240,2460,1.46875,0,95,90,98,100,89,100,100,87,100
2/2/2023,25350,59,55,100,1,100,97,327,2371,6992,6284,43200,26340,14520,2340,0,0,1.40625,0,89,100,96,82,86,100,91,87,62
2/3/2023,33840,71,81,100,1,100,98,560,2633,11116,10952,30720,27540,19560,4020,0,4560,1.5625,0,93,100,100,100,89,87,100,87,56
2/4/2023,21690,75,61,100,25,100,97,445,2570,10254,8384,39540,22080,20220,3060,60,1440,1.53125,0,77,73,100,100,86,100,25,77,73
2/5/2023,31710,82,85,100,43,100,97,425,2452,9267,8492,28200,32160,17760,2880,60,5340,1.4375,0,91,91,100,100,88,93,88,72,100
2/6/2023,24810,79,78,100,43,100,97,416,2417,5512,8062,32340,37440,12060,3360,0,1200,1.40625,0,90,78,100,100,95,100,100,83,59
2/7/2023,22290,79,61,100,43,100,96,314,2335,6902,6374,40680,27420,14520,2040,60,1680,1.375,0,88,76,98,100,97,100,100,87,48
2/8/2023,25230,80,68,100,43,100,97,556,2585,8458,11270,36540,28320,14400,5220,0,1920,1.53125,0,90,100,95,100,99,100,100,88,28
2/9/2023,25650,78,54,100,43,100,98,515,2601,11419,10321,43020,20400,18660,4320,0,0,1.5625,0,91,98,94,82,94,100,80,92,89
2/11/2023,16020,72,62,95,25,100,100,478,2575,10582,9019,38340,26280,18720,2580,480,0,1.53125,1,63,33,74,3,84,89,85,91,42
2/12/2023,30960,69,98,100,1,100,99,240,2167,5275,4756,20940,44220,11520,1320,0,8400,1.25,0,77,86,84,78,82,77,30,87,100
2/13/2023,21300,69,66,95,1,100,99,458,2466,6283,8900,37920,26220,11220,4080,300,6660,1.46875,1,79,81,77,100,89,100,70,89,49
2/14/2023,25470,76,66,100,25,100,99,541,2598,11835,10670,38760,26640,16200,4500,300,0,1.53125,0,90,100,79,84,89,100,92,91,100
2/15/2023,30300,78,90,100,25,100,98,423,2483,9012,8501,23880,31020,21660,2040,0,7800,1.46875,0,86,100,88,75,85,98,100,89,45
2/16/2023,11040,70,51,100,25,100,97,369,2417,7725,7158,44520,24420,14640,2640,180,0,1.4375,0,70,47,75,100,85,100,39,88,63
2/17/2023,35040,73,58,78,25,100,99,777,2883,8694,13879,41040,23580,15300,1620,3660,1200,1.71875,2,74,93,92,100,88,100,17,68,58
2/18/2023,29520,79,87,100,25,100,98,229,2182,5209,4540,28020,39720,11460,1380,0,5820,1.28125,0,69,85,100,6,80,95,33,53,100
2/19/2023,25590,76,71,100,25,100,97,255,2237,5346,5069,35820,37200,10440,960,240,1740,1.3125,0,83,77,100,100,84,100,91,62,52
2/20/2023,20220,76,67,100,25,100,97,499,2525,7252,9764,37140,27900,15180,4260,0,1920,1.5,0,81,73,90,99,88,100,88,63,60
2/21/2023,25200,68,65,95,1,96,96,362,2425,8523,7226,38400,26220,18240,1980,0,1560,1.4375,1,85,85,89,86,86,100,87,69,98
2/22/2023,13020,68,63,100,1,96,96,268,2286,6237,5299,39120,31020,12720,1560,0,1980,1.34375,0,83,78,86,92,87,100,79,66,100
2/23/2023,26310,74,56,100,25,96,96,689,2871,14793,13656,42180,12300,26040,5820,60,0,1.71875,0,91,100,88,100,91,99,100,72,86
2/25/2023,22050,71,70,100,25,71,84,207,2213,4830,3846,31980,38160,12180,780,0,3300,1.3125,0,86,75,88,None,92,97,93,85,81
2/26/2023,15510,71,77,100,25,71,73,432,2541,9557,8607,31980,28320,24240,1140,0,720,1.5,0,70,50,70,100,97,100,70,80,27
2/28/2023,26670,71,72,100,25,71,81,422,2495,8987,8129,34920,10320,14460,2460,480,23760,1.5,0,85,96,72,100,100,100,88,86,67
3/1/2023,13320,71,67,95,25,71,86,388,2436,8362,7883,36360,28380,18720,2280,0,660,1.4375,1,69,23,53,82,100,99,86,93,70
3/2/2023,11490,58,42,100,1,40,88,354,2479,7331,6687,49440,12840,18120,2280,0,3720,1.5,0,67,61,45,89,100,100,47,93,69
3/3/2023,29910,71,81,95,25,40,94,450,2536,10528,8887,30300,30660,20820,2640,0,1980,1.5,1,61,89,46,80,99,73,9,76,100
3/4/2023,28260,78,92,100,43,40,94,378,2395,8076,7170,24960,40260,19380,1680,120,0,1.40625,0,68,89,57,100,97,83,10,63,100
3/6/2023,15090,92,87,100,78,96,97,603,2639,8995,11810,27600,32100,17520,5220,240,3720,1.5625,0,61,44,57,92,92,100,58,63,36
3/7/2023,25710,93,72,100,95,96,97,499,2596,11081,9796,34920,25020,18360,4080,120,3900,1.53125,0,79,100,62,84,86,97,86,68,86
3/8/2023,23970,91,72,100,95,100,98,578,2669,8439,11033,34740,26280,19680,4980,60,660,1.59375,0,73,93,65,84,84,100,73,67,52
3/9/2023,25410,88,63,100,100,100,98,534,2668,11505,10196,39420,20940,20880,3840,120,1200,1.59375,0,79,98,69,82,80,100,100,76,47
3/11/2023,18900,96,85,100,95,100,97,535,2566,12207,10848,26340,38160,17940,3900,60,0,1.5,0,62,48,61,93,84,100,49,64,46
3/12/2023,36990,97,96,100,95,100,99,871,2950,9016,16227,22920,30600,22860,1740,3600,4680,1.75,0,81,86,87,92,80,99,100,65,48
3/13/2023,11850,93,73,95,95,100,98,322,2326,6789,6612,34800,32820,15240,1620,0,1920,1.375,1,46,23,67,23,71,98,26,62,29
3/14/2023,26910,93,69,95,95,100,98,543,2598,12632,11087,36240,28740,16320,4680,0,420,1.53125,1,83,96,72,97,75,100,87,70,100
3/15/2023,26520,95,76,100,95,100,99,524,2571,6922,10100,32940,27000,15120,4380,300,6660,1.53125,0,79,100,77,81,72,89,100,70,38
3/16/2023,24540,93,69,95,95,100,98,417,2455,9116,8392,36240,31200,15900,2760,0,300,1.4375,1,79,93,78,87,73,98,92,76,52
3/17/2023,34530,90,63,100,100,100,98,521,2663,11788,9846,39000,18600,19860,4080,60,4800,1.59375,0,78,100,94,98,75,100,70,70,32
3/18/2023,20580,89,69,100,100,100,97,385,2486,8062,7030,35700,28500,20280,1740,180,0,1.46875,0,61,52,87,94,77,100,1,63,73
3/19/2023,28710,98,96,100,100,96,96,367,2343,8096,7597,21900,43560,15660,1680,60,3540,1.375,0,56,87,93,91,80,66,1,47,100
3/20/2023,23190,96,80,95,100,100,96,408,2458,9801,8011,31200,25560,16560,3360,0,9720,1.46875,1,69,87,90,100,82,55,88,59,27
3/21/2023,24750,95,70,100,100,100,96,442,2489,9324,8863,36240,29580,16980,3000,0,600,1.46875,0,80,84,89,94,84,79,95,66,62
3/22/2023,26520,97,92,100,100,100,96,400,2406,9132,7955,25620,29580,13440,2820,240,14700,1.4375,0,78,100,90,89,84,100,95,66,22
3/23/2023,26520,93,58,100,100,100,96,413,2518,9671,7972,41520,21900,19620,2160,180,1020,1.5,0,83,100,91,95,86,100,99,70,46
3/24/2023,29490,95,77,100,100,96,95,349,2381,7959,7115,32040,34620,18720,720,0,300,1.40625,0,83,100,96,81,86,100,87,76,62
3/25/2023,24450,92,79,100,95,96,77,246,2271,5568,4744,31560,32760,14040,540,0,7500,1.34375,0,88,98,98,98,87,100,100,79,69
3/26/2023,32100,86,78,100,78,96,67,385,2465,8750,7482,30900,27480,21420,1260,60,5280,1.46875,0,84,100,100,100,92,86,86,75,41
3/27/2023,18600,89,77,95,78,96,95,573,2611,9165,11328,31800,31620,15060,5340,60,2520,1.53125,1,75,59,95,100,93,97,70,77,30
3/28/2023,28110,91,87,100,78,96,95,516,2613,11603,10095,27660,29880,24360,2760,60,1680,1.53125,0,89,92,97,87,89,100,92,78,100
3/29/2023,27390,92,91,100,78,96,98,774,2929,12990,15153,24180,3540,21480,6960,240,30000,1.78125,0,83,94,97,92,86,96,86,69,60
3/30/2023,7950,86,73,100,78,96,97,452,2576,10279,8533,33420,24240,23400,2040,0,3300,1.53125,0,76,None,68,80,83,89,100,74,52
3/31/2023,23160,89,76,100,95,100,98,600,2703,14091,12592,27960,16020,18780,4800,0,18840,1.625,0,68,74,62,91,83,100,23,58,100
4/2/2023,26640,83,69,95,100,100,97,373,2496,7436,6829,35400,27180,22860,960,0,0,1.46875,1,60,92,66,100,84,76,1,39,43
4/3/2023,20190,95,71,95,100,100,96,263,2283,6182,5062,35340,30360,15300,780,0,4620,1.34375,1,71,77,59,94,84,100,63,35,100
4/4/2023,30960,86,58,60,95,96,86,196,2199,4486,3656,41460,30060,9960,840,60,4020,1.3125,3,77,100,73,100,89,89,83,48,48
4/5/2023,28770,84,66,78,78,96,82,391,2459,8583,7709,37560,30480,15600,2640,120,0,1.4375,2,87,94,82,96,94,100,100,55,100
4/6/2023,27150,81,74,95,60,96,73,326,2383,7606,6558,33480,28740,15540,1560,0,7080,1.40625,1,86,94,87,87,93,96,100,55,90
4/7/2023,32760,84,75,100,60,96,90,611,2725,13360,12547,33000,28860,20460,3960,120,0,1.59375,0,87,98,99,95,94,100,100,62,63
4/8/2023,25110,86,84,100,60,96,95,585,2688,13435,11966,29040,29940,24240,3120,60,0,1.5625,0,73,81,98,91,88,100,54,56,34
4/10/2023,27720,81,74,100,43,100,96,635,2699,9545,12652,33420,31980,15480,5100,120,300,1.5625,0,85,89,100,100,88,86,100,61,54
4/11/2023,27870,78,56,100,43,100,96,224,2266,4716,4306,40980,27300,11340,840,0,5940,1.3125,0,87,96,100,77,81,99,85,80,80
4/12/2023,27390,78,70,78,43,100,97,496,2519,7098,9693,34860,33240,11160,4560,0,2580,1.46875,2,92,100,100,94,86,100,91,76,100
4/13/2023,31320,80,67,95,43,100,96,265,2286,5645,5094,36960,35580,12360,1440,60,0,1.3125,1,88,100,100,87,84,100,97,77,57
4/15/2023,25140,69,92,100,1,71,88,464,2611,10383,8275,27300,29760,27720,1500,120,0,1.53125,0,84,87,100,100,90,100,75,75,54
4/17/2023,26910,66,70,100,1,71,92,480,2526,7169,9310,35820,31440,12420,4620,0,2100,1.46875,0,90,90,100,100,98,89,98,86,74
4/18/2023,29010,67,88,95,1,71,83,210,2196,5191,4183,27960,31560,9900,960,0,16020,1.28125,1,94,100,100,86,98,100,90,87,100
4/19/2023,32280,67,73,95,1,71,95,399,2439,4967,7632,34020,34620,10020,3480,60,4200,1.40625,1,85,99,100,100,98,99,73,72,51
4/20/2023,27810,64,54,100,1,71,95,323,2418,7470,6087,43560,25020,15600,1800,60,360,1.40625,0,93,99,100,91,100,96,91,75,100
4/21/2023,28020,74,76,100,25,71,95,435,2523,9361,9017,32580,26640,18300,1680,0,7200,1.46875,0,79,99,100,85,100,100,10,68,100
4/22/2023,11460,76,69,100,43,71,87,282,2301,6662,5562,34560,35580,12960,1380,60,1860,1.34375,0,61,8,85,89,96,93,34,70,49
4/23/2023,26070,78,85,100,43,71,80,435,2563,9240,8135,27840,30600,24180,1500,0,2280,1.5,0,89,81,94,96,98,100,94,77,99
4/24/2023,26670,81,99,100,60,40,78,623,2737,14098,12602,19080,33120,30900,2100,120,1080,1.59375,0,83,86,94,100,99,100,65,58,100
4/25/2023,30030,88,95,100,78,71,87,472,2539,11104,9316,23700,35340,18900,3120,60,5280,1.46875,0,85,99,98,92,92,94,94,66,47
4/26/2023,29400,92,97,100,95,71,97,861,3011,20107,17172,21900,27000,27120,7200,120,3060,1.75,0,90,100,100,100,96,100,100,74,58
4/27/2023,24300,89,79,100,100,96,97,618,2795,14116,12387,31680,23100,26340,3720,0,1560,1.65625,0,77,80,96,82,84,97,80,71,32
4/28/2023,18300,82,52,78,100,100,97,381,2447,9543,7520,44160,23040,13320,3120,0,2760,1.4375,2,65,55,82,100,81,92,49,68,11
4/29/2023,23520,95,71,100,100,100,99,881,3078,17691,16659,33300,8460,23040,4860,1680,15060,1.84375,0,78,76,78,81,77,91,88,85,48
5/1/2023,21930,95,73,100,100,100,100,382,2460,8939,7349,34080,23580,17700,2400,0,8640,1.4375,0,66,76,28,43,56,100,100,88,37
5/2/2023,22290,96,72,100,100,100,99,438,2532,9203,9188,34620,29760,18900,1560,0,1560,1.46875,0,74,67,28,92,61,100,87,92,95
5/3/2023,29460,96,74,100,100,100,98,456,2524,6569,8595,33060,31860,14880,3420,0,3180,1.46875,0,70,100,42,90,63,100,64,88,23
5/4/2023,27690,90,56,95,95,100,97,303,2383,7267,5823,42600,26520,14220,1740,0,1320,1.40625,1,84,94,52,90,66,100,96,88,100
5/5/2023,32640,94,73,100,95,96,95,428,2575,9282,8301,34560,20100,24420,1020,0,6300,1.53125,0,82,100,71,88,72,100,73,87,77
5/6/2023,27900,89,97,100,78,71,86,383,2429,8321,7251,20940,38400,20340,1560,60,5100,1.40625,0,74,73,79,89,75,100,50,81,77
5/8/2023,25770,83,75,100,60,71,95,480,2508,6897,9224,33120,34260,13680,4320,0,1020,1.46875,0,85,88,83,96,80,100,90,89,72
5/9/2023,28230,71,45,78,43,71,95,350,2543,7358,6075,47160,17340,20100,1800,0,0,1.5,2,88,91,88,88,80,100,87,92,100
5/10/2023,21690,73,67,100,43,40,89,231,2276,5253,4118,37020,31860,13740,900,60,2820,1.3125,0,67,66,80,81,84,88,33,86,32
5/11/2023,27480,73,72,100,43,40,82,341,2412,7677,6607,34680,31500,18900,1320,0,0,1.40625,0,84,86,83,98,90,100,99,84,50
5/12/2023,25980,82,99,100,43,71,96,941,3126,16823,18920,19500,24660,33420,5760,0,3060,1.84375,0,76,94,84,98,91,99,72,76,10
5/13/2023,29610,88,100,95,60,96,96,741,2921,16597,14684,18060,27840,37560,2640,60,240,1.71875,1,72,96,91,75,76,78,11,62,100
5/14/2023,16620,88,100,100,60,96,96,591,2696,12597,11408,14760,37560,29880,1740,240,2220,1.5625,0,81,88,94,88,69,100,89,63,84
5/15/2023,27270,81,72,100,60,96,96,535,2645,8221,10356,34440,27240,18420,3900,0,2400,1.53125,0,76,91,94,97,66,100,74,60,44
5/16/2023,28890,78,67,100,60,96,96,290,2376,6531,5418,36780,30720,16800,840,0,1260,1.375,0,79,78,97,84,66,90,100,63,64
5/17/2023,29310,84,68,100,60,96,95,300,2362,7381,5697,35100,31740,16260,1500,0,1800,1.375,0,78,100,100,96,70,100,58,62,57
5/18/2023,26970,83,64,100,60,96,89,376,2485,8682,7019,38820,27060,18540,1860,120,0,1.4375,0,71,95,98,97,75,100,35,58,31
5/19/2023,24090,88,96,100,60,96,95,709,2852,15403,13897,22560,28080,31980,2220,540,1020,1.65625,0,70,80,92,88,78,96,44,47,57
5/20/2023,30900,86,96,100,60,71,95,633,2764,13506,12790,22620,29700,29400,2460,60,2160,1.625,0,73,98,98,84,72,100,37,50,72
5/21/2023,22800,85,95,100,60,71,93,586,2723,13479,11899,23280,25320,29160,1800,60,6780,1.59375,0,70,77,93,93,69,100,46,46,65
5/22/2023,20010,83,72,100,78,71,96,563,2648,9041,11131,34440,30060,16620,4140,0,1140,1.53125,0,63,63,82,90,68,100,39,43,52
5/23/2023,28920,83,64,95,95,71,96,407,2516,9052,7735,38340,25560,18000,2580,60,1860,1.46875,1,81,96,85,83,67,100,100,44,88
5/24/2023,26940,91,76,100,95,71,95,338,2430,7187,6278,33240,32400,17400,1560,0,1800,1.40625,0,61,90,86,90,70,99,1,29,55
5/25/2023,30690,92,76,95,100,71,95,425,2519,9102,8109,32940,31560,19380,2400,120,0,1.46875,1,81,100,92,100,75,84,87,31,84
5/27/2023,26460,98,96,100,100,96,99,979,3122,20582,20149,22320,29460,26520,7680,420,0,1.8125,0,66,95,91,51,65,100,63,31,42
5/29/2023,28500,93,98,100,100,96,99,557,2626,12302,11111,20460,37020,26280,2520,120,0,1.53125,0,72,84,95,93,66,98,41,31,100
5/30/2023,27210,85,71,95,95,96,98,219,2224,4956,4356,35400,34020,11220,900,0,4860,1.28125,1,83,100,96,96,64,100,100,65,40
5/31/2023,32220,93,70,100,95,96,96,275,2345,5993,4996,34800,33780,15900,1080,0,840,1.375,0,86,91,100,100,74,100,100,76,56
6/1/2023,30810,86,65,78,78,96,95,331,2419,7331,6334,38100,29640,15900,1500,0,1260,1.40625,2,93,100,100,100,81,94,96,83,100
6/2/2023,27090,88,64,100,78,96,98,988,3196,18509,18747,39780,15540,22320,7260,1500,0,1.875,0,78,98,100,92,85,100,39,79,47
6/3/2023,25620,84,84,95,60,71,97,331,2411,7106,5974,28560,34560,19800,1260,60,2160,1.40625,1,75,60,100,100,97,76,25,70,100
6/4/2023,15570,87,100,100,60,71,97,943,3145,21400,19335,6000,26580,48120,2940,60,2700,1.84375,0,61,23,81,100,99,67,64,62,34
6/5/2023,29940,79,81,100,43,71,97,369,2447,8263,6965,30720,32700,16800,2280,0,3900,1.40625,0,79,94,84,87,84,100,88,56,63
6/6/2023,30000,78,73,95,43,71,96,346,2415,7999,6701,34260,31560,17400,1680,0,1500,1.40625,1,87,100,88,99,85,92,95,62,96
6/7/2023,32940,76,66,100,43,71,90,242,2317,5537,4504,37560,31380,15000,660,0,1800,1.34375,0,85,100,97,96,86,100,100,60,63
6/8/2023,27300,74,59,100,43,71,80,391,2530,8846,7200,41160,22740,20460,2040,0,0,1.5,0,78,87,96,97,89,99,87,57,28
6/9/2023,31050,82,100,100,43,71,96,760,2827,18426,15516,18180,37080,21360,6780,0,3000,1.625,0,70,90,100,86,89,91,25,43,65
6/10/2023,32340,88,96,100,60,96,96,605,2724,14229,12341,21960,25200,26820,3180,0,9240,1.59375,0,69,95,100,86,80,100,49,30,40
6/11/2023,22410,84,87,100,60,71,96,432,2506,9212,8375,28080,36720,19320,2280,0,0,1.4375,0,79,59,100,90,76,100,99,47,100
6/12/2023,23550,86,89,100,78,71,96,368,2403,8399,7354,25800,33420,18060,1740,0,7380,1.40625,0,58,50,95,100,78,100,18,30,42
6/13/2023,26760,84,58,95,78,71,95,391,2519,8769,7777,40560,25380,18180,2280,0,0,1.46875,1,80,73,92,100,79,74,95,47,96
6/14/2023,29370,95,79,100,95,96,96,499,2547,11985,9770,30660,34200,15060,4560,60,1860,1.46875,0,76,83,95,84,79,100,99,55,28
6/15/2023,22740,90,56,100,95,96,96,365,2466,7962,6937,42660,25680,15300,2460,0,300,1.4375,0,76,68,86,88,78,100,100,66,41
6/16/2023,25530,86,70,100,78,71,95,292,2374,6550,5368,35700,29520,17220,1020,0,2940,1.375,0,74,74,88,85,80,100,79,62,44
6/17/2023,27060,82,95,95,60,40,95,380,2398,8865,7630,22380,39300,16500,2400,0,5820,1.375,1,71,77,87,97,85,100,17,54,100
6/18/2023,31980,75,83,100,43,40,86,267,2256,5637,5195,29880,40260,13860,1440,60,900,1.3125,0,88,97,95,100,86,83,100,68,80
6/19/2023,29940,68,77,100,25,40,72,260,2321,5569,4769,32100,31680,15240,720,0,6660,1.34375,0,84,89,99,100,90,99,100,68,43
6/20/2023,28770,65,65,95,25,40,70,319,2397,7386,5963,37740,30360,14700,1860,0,1740,1.40625,1,90,99,99,100,94,100,96,79,67
6/21/2023,26640,62,62,100,1,40,94,479,2576,6557,8775,38400,28200,13740,4200,0,1860,1.5,0,77,86,93,93,80,100,78,62,34
6/22/2023,22530,60,47,100,1,40,92,325,2444,6899,6205,45540,18720,15960,1740,0,4440,1.4375,0,77,61,89,84,86,100,88,77,49
6/23/2023,21780,72,94,95,25,40,86,527,2676,12207,10304,24060,24180,29640,1260,0,7260,1.5625,1,63,62,87,85,81,100,7,68,46
6/24/2023,26460,76,85,100,43,40,87,445,2540,10149,8559,28800,31260,21840,2100,60,2340,1.46875,0,79,75,86,95,84,94,70,78,72
6/25/2023,26400,72,76,100,43,40,80,279,2298,6407,5427,32880,38340,13260,1260,60,600,1.3125,0,69,55,78,94,83,100,40,56,92
6/26/2023,26280,70,68,78,43,40,83,360,2434,7301,6964,36600,30180,13440,2640,120,3420,1.40625,2,86,86,85,100,82,84,99,79,79
6/27/2023,28560,68,52,95,43,40,73,229,2316,5256,4181,44460,25500,13440,900,60,2040,1.34375,1,87,100,81,89,82,100,96,73,96
6/28/2023,21390,65,66,100,43,1,64,235,2317,5158,4069,39240,28920,14640,1020,0,2580,1.34375,0,63,60,70,90,81,100,31,66,32
6/29/2023,23820,64,67,95,43,1,60,241,2272,5757,4424,36900,35100,12660,1140,0,600,1.3125,1,85,71,78,97,81,100,92,87,96
6/30/2023,24960,75,76,100,43,40,96,738,2817,12896,13334,32760,31080,15660,2760,2460,1680,1.65625,0,82,71,73,99,80,100,93,78,82
7/1/2023,25050,72,58,95,43,40,96,279,2370,6444,5048,39900,27180,16800,1140,0,1380,1.375,1,65,62,71,34,92,77,31,76,79
7/2/2023,20760,75,75,100,43,40,92,111,2111,2401,1865,32640,29160,7920,240,0,16440,1.25,0,65,52,63,94,80,100,48,79,25
7/3/2023,21390,78,68,95,60,40,95,496,2623,11089,9637,36540,23220,23340,2700,0,600,1.53125,1,74,55,64,100,76,89,99,79,36
7/4/2023,20730,90,95,100,78,71,95,408,2389,8346,8128,23340,43140,13920,3240,180,2580,1.375,0,61,41,59,84,85,84,40,72,38
7/5/2023,29700,93,75,100,95,96,97,544,2612,8784,10340,32520,33660,11820,5460,120,2820,1.53125,0,85,98,66,99,91,100,100,80,64
7/6/2023,27330,84,61,60,95,96,96,208,2267,4660,3741,37620,33060,12000,780,0,2940,1.3125,3,80,80,51,84,86,91,100,71,100
7/7/2023,27750,94,78,95,95,96,97,575,2679,12714,11635,32220,25500,18060,4500,240,5880,1.5625,1,66,75,61,99,75,100,59,61,19
7/8/2023,27390,98,97,100,95,100,97,794,2924,17141,15993,21840,29520,30720,3780,540,0,1.71875,0,73,90,65,79,90,98,60,75,47
7/10/2023,27120,91,73,100,95,100,98,267,2352,6333,5213,34440,13620,12480,1380,0,24480,1.40625,0,69,88,74,90,93,95,54,48,34
7/11/2023,11700,88,59,100,78,100,97,281,2348,6485,5394,38580,31980,14100,1380,0,360,1.375,0,76,None,47,94,75,100,100,70,74
7/13/2023,27510,81,45,100,60,100,96,229,2338,5174,4089,47280,24060,13380,1020,0,660,1.375,0,81,93,54,None,86,100,100,62,100
7/15/2023,90,79,95,100,43,71,78,180,2107,4283,3675,23520,46920,8100,1140,60,6660,1.1875,0,59,0,6,83,85,0,0,66,0
7/16/2023,33330,73,85,78,25,71,95,542,2562,9992,10230,28200,39060,13260,2700,1260,1920,1.46875,2,86,93,75,100,79,100,85,87,100
7/17/2023,19740,79,61,100,43,96,96,463,2553,6464,8943,39780,26520,13380,3660,0,3060,1.5,0,62,30,None,69,89,97,67,None,57
7/18/2023,25830,78,66,95,43,96,96,350,2410,7979,6837,37860,29460,14760,2160,0,2160,1.40625,1,87,80,83,82,87,100,100,93,92
7/19/2023,24660,73,54,78,43,71,96,366,2481,8785,6974,43500,20340,16560,2340,0,3660,1.46875,2,70,73,66,90,88,84,83,56,30
7/20/2023,24120,84,80,100,60,71,96,535,2702,10934,10438,30420,18420,26580,2220,180,8580,1.59375,0,60,68,66,84,81,93,28,56,32
7/23/2023,30090,67,74,78,43,40,58,272,2289,5730,5116,34380,34740,13080,1260,60,2880,1.3125,2,82,91,76,100,75,92,97,58,84
7/24/2023,19410,76,79,100,43,40,96,712,2773,11199,13872,31440,32520,14700,7080,60,600,1.625,0,67,48,50,97,78,100,100,54,37
7/25/2023,27030,78,92,100,43,40,96,252,2284,5741,4827,25020,28080,11160,1440,0,20700,1.34375,0,74,71,82,76,96,100,98,60,23
7/26/2023,26280,83,76,100,60,71,97,613,2706,8613,11680,31680,30720,14460,5460,0,4080,1.5625,0,62,87,67,100,75,100,1,53,49
7/27/2023,24270,76,62,95,43,71,97,286,2385,6424,5377,39840,27960,16500,1020,0,1080,1.40625,1,77,77,67,83,87,100,89,74,60
7/28/2023,27720,84,68,100,60,96,97,626,2863,13598,11999,37500,13920,32040,2940,0,0,1.6875,0,77,94,76,92,80,100,89,49,53
7/30/2023,32190,90,83,100,78,96,95,370,2449,8527,7203,29580,35520,19680,1620,0,0,1.40625,0,53,74,85,100,80,69,1,35,80
8/1/2023,25800,81,67,95,60,96,77,365,2429,5768,6857,37980,32220,12000,2940,60,1200,1.40625,1,78,87,86,None,77,88,83,40,100
8/2/2023,26370,73,67,100,43,71,66,252,2329,5487,4561,37260,29880,14880,840,0,3540,1.34375,0,80,89,89,88,84,94,98,41,68
8/3/2023,23040,71,57,100,43,71,68,294,2369,6919,5550,42060,28320,13260,1920,0,840,1.375,0,76,72,79,96,81,100,98,50,48
8/4/2023,34080,78,75,100,43,71,95,664,2787,14308,13253,33660,23220,21000,4320,480,3720,1.625,0,77,95,100,89,86,92,58,51,48
8/5/2023,21000,81,72,95,60,71,94,219,2247,5121,4182,34500,36660,10320,1320,0,3600,1.3125,1,52,42,68,68,87,90,4,42,55
8/6/2023,26820,85,93,95,60,71,95,511,2607,10863,9763,25020,31860,24660,2340,60,2460,1.53125,1,82,70,93,100,84,97,98,57,72
