date,Total Sleep Duration,Activity Score,Stay Active Score,Move Every Hour Score,Meet Daily Targets Score,Training Frequency Score,Training Volume Score,Activity Burn,Total Burn,Steps,Equivalent Walking Distance,Inactive Time,Rest Time,Low Activity Time,Medium Activity Time,High Activity Time,Non-wear Time,Average MET,Long Periods of Inactivity,Readiness Score,Previous Night Score,Sleep Balance Score,Previous Day Activity Score,Activity Balance Score,Temperature Score,Resting Heart Rate Score,HRV Balance Score,Recovery Index Score
1/13/2021,25500,94,69,95,95,100,100,716,2768,9892,13824,36360,28200,15000,6780,60,0,1.65625,1,81,76,None,None,None,100,74,None,99
1/14/2021,22740,91,47,100,95,100,99,488,2670,10903,9223,46680,13200,23160,3360,0,0,1.625,0,81,71,None,90,None,92,93,None,69
1/15/2021,23760,95,77,95,95,100,100,1474,3568,14215,27529,30720,21840,15420,8400,5520,4500,2.125,1,80,75,85,86,88,76,57,None,96
1/16/2021,23190,97,77,100,100,100,100,372,2403,8606,7090,31500,35040,17700,2100,60,0,1.40625,0,64,60,84,11,58,98,81,None,51
1/17/2021,24060,93,70,78,100,100,100,438,2435,5786,8355,35460,36540,9960,4380,60,0,1.4375,2,78,74,85,97,72,100,83,None,50
1/18/2021,25320,95,67,100,100,100,100,721,2827,11235,14303,36780,22320,19200,6120,300,1680,1.6875,0,81,83,87,91,74,96,100,None,28
1/19/2021,19920,94,58,100,100,100,100,451,2536,10150,8831,41820,23700,17280,3540,60,0,1.53125,0,74,63,79,80,71,96,86,None,56
1/20/2021,22650,97,77,100,100,100,100,1202,3330,13297,22714,31680,22560,21420,7140,3600,0,2,0,78,77,80,85,77,91,64,76,90
1/21/2021,26250,97,83,100,100,100,100,514,2566,12681,10123,29220,28500,15840,4920,60,7860,1.53125,0,73,68,84,31,66,93,100,83,46
1/22/2021,29730,96,74,95,100,100,100,1006,3070,9679,18606,32460,31380,12540,5520,3660,840,1.8125,1,66,95,91,96,75,56,69,73,1
1/23/2021,33510,97,84,95,100,100,100,492,2460,7032,9775,28440,40140,12540,4500,0,780,1.4375,1,75,96,100,36,70,96,78,74,26
1/24/2021,33900,98,90,95,100,100,100,482,2506,9967,9549,26280,36840,18600,3240,240,1200,1.46875,1,83,96,100,100,78,90,79,82,12
1/25/2021,23220,95,68,100,100,100,100,695,2767,11716,13957,36660,25500,17340,6780,120,0,1.65625,0,81,62,100,98,79,100,87,80,42
1/26/2021,22650,94,63,100,100,100,100,455,2531,10617,9032,38820,26040,18060,3480,0,0,1.5,0,84,59,100,82,77,88,76,84,100
1/27/2021,21570,96,72,100,100,100,100,1252,3355,14014,23768,31740,23520,20460,7020,3660,0,2,0,84,63,100,89,82,90,76,75,95
1/28/2021,26940,98,90,100,100,100,100,438,2449,9544,9237,24000,37800,19920,1620,0,3060,1.4375,0,81,61,100,28,73,100,100,80,100
1/29/2021,23460,91,40,100,100,100,100,507,2620,11741,10194,50280,12480,19980,3480,180,0,1.59375,0,78,73,95,100,77,94,82,72,28
1/30/2021,22080,96,75,100,100,100,99,421,2509,9262,7872,33000,28800,22680,1920,0,0,1.5,0,79,77,90,72,79,98,95,77,45
1/31/2021,27510,99,93,100,100,100,98,505,2588,11045,9915,24720,32280,27180,2220,0,0,1.53125,0,82,83,93,97,83,100,98,77,19
2/1/2021,30600,98,92,100,100,100,98,638,2706,9902,12259,25500,34140,21900,4680,180,0,1.59375,0,87,92,100,100,84,100,99,77,37
2/2/2021,31920,99,96,100,100,100,98,692,2756,10944,13724,21660,33900,20640,5820,0,4380,1.625,0,85,88,100,96,85,100,92,78,28
2/3/2021,31350,96,82,100,100,100,99,560,2587,7635,10771,29940,35580,16080,4740,60,0,1.53125,0,93,88,100,99,84,100,100,80,93
2/4/2021,31620,97,83,100,100,100,100,608,2645,8215,11819,29220,36120,15960,5100,0,0,1.5625,0,92,94,100,95,85,95,83,86,100
2/5/2021,34830,97,78,100,100,100,100,719,2792,10791,14274,30480,28560,21420,5760,180,0,1.65625,0,95,93,100,95,85,100,100,84,100
2/6/2021,25890,96,81,100,100,100,100,757,2828,11011,14987,29040,30900,20100,6180,180,0,1.6875,0,87,75,100,87,83,100,100,85,55
2/7/2021,13200,92,73,95,100,100,100,326,2337,7835,6305,34140,34620,15240,1860,0,540,1.375,1,72,10,100,87,81,98,88,86,27
2/8/2021,26040,95,68,100,100,100,100,663,2720,8367,12832,40200,26040,11280,6660,480,1740,1.625,0,87,73,100,88,79,94,98,85,73
2/9/2021,25260,93,56,100,100,100,100,443,2515,9656,8631,42480,23820,16140,3720,240,0,1.5,0,89,81,99,75,79,96,88,87,100
2/10/2021,28710,97,80,95,100,100,100,645,2667,9698,12551,30900,33480,15480,5220,60,1260,1.59375,1,85,85,100,82,82,99,98,86,31
2/11/2021,25170,92,53,100,95,100,99,470,2652,10336,8547,44340,15420,24000,2400,240,0,1.59375,0,92,85,97,92,82,100,100,84,100
2/12/2021,26100,94,76,95,95,100,98,267,2261,6134,5229,33240,34860,14460,840,0,3000,1.34375,1,58,70,97,81,85,70,1,63,100
2/13/2021,27360,87,61,95,78,96,96,207,2218,4677,3990,43320,29100,13500,420,60,0,1.3125,1,89,75,99,100,90,92,100,63,91
2/14/2021,31590,82,67,78,60,100,96,422,2432,8952,8396,35340,34500,12660,3780,120,0,1.4375,2,92,95,100,91,96,100,93,67,100
2/15/2021,20160,83,57,100,60,100,95,434,2521,9528,8475,42420,22620,18480,2760,120,0,1.5,0,70,54,95,92,97,100,43,56,41
2/16/2021,21990,89,73,95,78,100,96,555,2609,9738,10877,34920,28560,16800,5280,60,780,1.5625,1,67,75,89,84,98,100,44,51,15
2/17/2021,25200,88,62,100,78,100,98,673,2743,10075,13186,38760,21360,16200,6840,120,3120,1.65625,0,69,73,88,90,97,63,73,65,40
2/18/2021,20970,83,36,95,78,100,98,202,2274,4361,3221,51480,21840,12240,840,0,0,1.375,1,81,68,82,81,94,100,100,71,73
2/19/2021,22140,89,72,95,78,100,98,441,2438,4683,8426,34920,34560,9360,4560,120,2880,1.4375,1,72,64,78,85,99,88,32,64,100
2/20/2021,27870,94,71,95,95,100,99,628,2648,9064,12692,35640,28680,16740,5280,60,0,1.5625,1,78,83,83,92,99,98,99,66,7
2/21/2021,31920,94,67,100,95,100,99,394,2366,3905,7672,35400,38520,8640,3840,0,0,1.40625,0,84,100,93,86,96,100,100,68,25
2/22/2021,24420,94,72,100,95,100,99,489,2553,10812,9667,34740,27060,20940,3600,60,0,1.53125,0,83,65,92,95,97,76,96,72,56
2/23/2021,23850,93,64,95,95,100,98,437,2471,10330,8867,38520,26940,14400,4560,0,1980,1.46875,1,83,65,91,92,96,100,91,72,69
2/24/2021,22680,94,71,100,95,100,100,1209,3316,14929,23010,32700,23160,19500,7440,3600,0,1.96875,0,79,69,87,89,96,100,57,65,100
2/25/2021,17880,90,48,95,95,100,100,174,2214,3899,3087,47400,23700,10680,480,0,4140,1.3125,1,68,52,78,24,82,93,92,72,55
2/26/2021,26520,95,76,100,95,100,100,487,2456,6245,9785,32580,36060,13500,4200,60,0,1.4375,0,77,83,80,89,88,75,41,68,100
2/27/2021,27660,93,65,95,95,100,100,647,2711,9185,12736,36480,26760,17340,5760,60,0,1.625,1,81,81,84,93,87,89,89,73,52
2/28/2021,26040,96,71,100,100,100,100,702,2788,9941,14046,35280,21960,23820,5340,0,0,1.65625,0,85,81,86,84,85,100,82,81,100
3/1/2021,18690,94,72,100,95,100,99,329,2329,7668,6775,34080,36780,13200,2340,0,0,1.375,0,75,45,78,84,81,93,100,85,47
3/2/2021,32370,86,52,95,78,100,97,199,2221,4618,3695,44520,27000,13860,540,0,480,1.3125,1,89,93,89,98,86,93,75,88,100
3/3/2021,24630,88,100,95,60,96,96,106,1998,2277,2159,9840,26220,5460,600,0,44280,1.1875,1,83,68,90,91,91,100,100,85,45
3/4/2021,26970,71,20,60,60,96,80,199,2297,4223,3414,58260,13260,14280,600,0,0,1.40625,3,89,79,93,None,97,89,84,85,100
3/5/2021,19620,84,68,100,60,96,97,832,2881,8923,15374,34860,28860,16260,2760,3660,0,1.71875,0,55,48,84,76,98,68,1,76,97
3/6/2021,23100,87,83,100,60,96,98,597,2628,8872,11893,29580,33960,18240,4560,60,0,1.5625,0,63,62,81,32,95,94,31,68,60
3/7/2021,29910,85,78,95,60,96,99,472,2461,5632,9323,29280,41040,12000,4080,0,0,1.4375,1,82,77,89,93,93,88,100,68,41
3/8/2021,26310,85,65,100,60,100,98,374,2427,8946,7204,38280,25860,16440,3120,0,2700,1.4375,0,88,77,91,98,92,95,87,76,98
3/9/2021,23400,87,55,95,78,100,98,448,2506,10284,9079,42660,24180,15540,4020,0,0,1.5,1,84,68,88,91,94,100,92,78,82
3/10/2021,22440,93,61,100,95,100,99,509,2512,6193,10071,39780,29880,11400,5280,60,0,1.5,0,72,73,85,84,93,88,8,70,100
3/11/2021,27750,90,43,100,95,100,98,365,2438,8136,7153,48120,20940,14580,2760,0,0,1.46875,0,85,87,90,84,92,100,85,75,80
3/12/2021,26340,95,74,100,95,100,98,536,2544,6875,10685,33120,31860,15300,4440,0,1680,1.5,0,73,91,91,81,93,99,1,61,100
3/13/2021,28200,91,49,100,95,100,99,565,2703,7680,10554,46140,17040,18480,4740,0,0,1.625,0,85,89,94,91,92,100,100,66,48
3/14/2021,21330,97,94,95,95,100,100,591,2541,8587,11847,23340,45420,11460,6180,0,0,1.5,1,48,48,88,77,90,47,1,59,100
3/15/2021,26610,92,68,100,100,100,100,502,2507,7090,9905,37380,29340,12780,4680,0,2220,1.5,0,88,78,90,100,87,83,100,70,95
3/16/2021,28740,91,65,78,95,100,100,535,2597,12079,10631,38700,25800,17160,4560,180,0,1.5625,2,91,94,94,88,87,100,93,78,100
3/17/2021,24690,94,68,100,95,100,100,728,2821,12576,14520,31020,5940,15000,7560,0,26880,1.71875,0,81,76,93,83,85,100,81,80,58
3/19/2021,24870,92,58,95,95,100,100,1080,3215,10719,19827,41460,16680,19380,5160,3720,0,1.9375,1,67,85,91,82,88,92,19,76,7
3/20/2021,23790,96,83,100,95,100,100,311,2270,5860,6471,27180,42780,15060,1380,0,0,1.34375,0,54,47,88,15,77,64,41,70,23
3/21/2021,32670,97,91,100,95,100,100,684,2682,10344,14099,25140,38040,17340,5820,60,0,1.59375,0,93,92,100,100,82,78,100,79,89
3/22/2021,25680,94,71,100,95,100,100,639,2673,8784,12526,35520,30000,15300,5580,0,0,1.59375,0,87,71,99,93,78,91,96,86,73
3/23/2021,26820,92,58,100,95,100,100,420,2442,9575,8102,42180,26760,12600,3300,60,1500,1.46875,0,87,94,100,85,76,99,86,88,52
3/24/2021,22590,95,76,100,95,100,99,406,2407,9165,8265,33240,33480,16080,3180,60,360,1.4375,0,82,65,94,85,80,100,67,86,95
3/25/2021,28920,90,41,100,95,100,98,411,2548,9772,7602,50160,12960,20460,2460,0,360,1.53125,0,90,87,98,95,83,93,86,89,83
3/26/2021,24420,96,84,95,95,100,99,918,3055,18763,18558,29460,23760,25320,7800,60,0,1.8125,1,68,67,95,78,85,89,25,87,11
3/28/2021,31290,93,96,95,78,100,98,671,2718,10242,13003,21240,33780,27240,4080,60,0,1.625,1,94,99,93,100,83,100,100,90,93
3/29/2021,21060,84,69,95,60,100,98,359,2354,8545,7154,36180,30600,13020,2820,0,3780,1.40625,1,78,48,86,99,80,100,100,92,28
3/30/2021,26730,83,57,100,60,100,97,435,2465,10027,8872,42060,25980,14520,3840,0,0,1.46875,0,88,82,88,93,84,98,80,93,100
3/31/2021,26730,87,84,100,60,100,98,599,2599,9153,12056,29280,34320,15360,5580,0,1860,1.53125,0,76,87,90,84,85,84,30,89,58
4/1/2021,31080,83,56,100,60,100,98,457,2544,10732,9226,42720,19500,21600,2580,0,0,1.53125,0,92,92,97,92,84,97,87,92,91
4/2/2021,25860,87,81,100,60,100,98,761,2941,18278,15403,31680,18840,31320,4500,60,0,1.75,0,78,70,97,83,85,89,58,89,41
4/3/2021,19620,83,71,78,60,100,97,221,2180,5150,4324,35220,38580,11340,1200,60,0,1.28125,2,57,40,88,83,80,73,10,86,92
4/4/2021,25380,88,86,100,60,100,98,720,2749,11328,14231,27660,34620,17700,6180,240,0,1.625,0,87,78,86,100,86,100,91,88,87
4/5/2021,24180,83,59,100,60,100,97,305,2339,6874,6159,40500,27900,15360,1440,0,1200,1.40625,0,84,71,85,87,82,90,100,90,69
4/6/2021,24270,83,56,100,60,100,97,448,2520,10944,8880,42300,24720,15480,3900,0,0,1.5,0,87,73,83,91,86,94,89,92,100
4/7/2021,22980,84,63,95,60,100,98,637,2720,11105,12347,38820,23820,17100,6180,60,420,1.625,1,79,64,80,84,87,98,69,87,92
4/8/2021,21750,88,87,100,60,100,98,279,2274,6088,5473,27240,15960,9000,2160,300,31740,1.375,0,79,64,76,81,85,95,100,88,59
4/9/2021,21480,85,68,95,60,100,98,722,2866,17607,14661,36540,19200,24240,5640,0,780,1.71875,1,60,56,72,95,90,97,14,78,16
4/10/2021,22710,91,81,100,78,100,99,509,2509,7556,9945,30420,37440,13860,4560,120,0,1.46875,0,65,59,71,79,85,90,43,71,46
4/11/2021,29490,87,83,95,60,100,98,443,2500,9361,8734,30120,31320,22140,2100,0,720,1.46875,1,85,90,79,94,85,100,99,70,81
4/12/2021,23850,89,70,95,78,100,99,632,2677,10109,12495,34620,29520,15960,6240,60,0,1.59375,1,73,73,79,98,86,93,64,69,39
4/13/2021,26910,88,60,100,78,100,98,423,2492,9406,8519,41520,24180,17400,3300,0,0,1.5,0,85,85,83,85,84,98,84,80,100
4/14/2021,22200,84,64,100,60,100,97,321,2328,6981,6526,38700,29820,14700,2340,0,840,1.375,0,73,70,80,86,85,90,77,78,20
4/15/2021,27060,79,32,100,60,100,97,498,2679,10865,9663,54300,8160,20160,3720,60,0,1.625,0,89,85,84,93,89,98,100,83,97
4/16/2021,18180,86,81,95,60,100,97,606,2665,14183,12423,30540,30120,21360,4380,0,0,1.59375,1,60,35,75,69,88,81,1,78,83
4/17/2021,23610,83,59,95,60,100,97,412,2513,7377,7758,40860,21720,21300,1980,120,420,1.5,1,73,80,75,90,85,100,36,80,73
4/18/2021,26460,94,100,95,78,100,99,889,2919,17106,18231,15120,39960,21120,8040,60,2100,1.71875,1,72,83,78,86,88,100,10,74,100
4/19/2021,23700,87,55,95,78,100,99,473,2511,6352,9285,43080,25500,13680,4140,0,0,1.5,1,76,65,78,94,80,98,100,77,31
4/20/2021,21720,87,54,100,78,100,98,342,2391,7824,6743,43380,25860,14700,2460,0,0,1.4375,0,81,60,75,83,81,95,95,86,100
4/21/2021,28890,93,92,100,78,100,97,233,2194,5452,4653,26460,31140,11040,1380,0,16380,1.3125,0,80,95,83,88,84,90,52,88,63
4/22/2021,22890,89,49,78,95,100,98,733,2913,12939,14598,45000,8760,25620,5520,120,1380,1.75,2,86,57,81,100,89,100,100,88,100
4/23/2021,20400,97,96,95,95,100,99,914,3042,22045,19201,22260,25440,29280,6720,0,2700,1.8125,1,62,40,76,68,84,89,1,79,99
4/24/2021,20370,95,83,100,95,100,99,785,2940,19902,15804,29940,20820,28980,6660,0,0,1.75,0,66,33,71,86,77,100,73,82,36
4/25/2021,18810,95,97,100,95,100,99,487,2471,11884,9945,20700,45000,16620,4020,60,0,1.4375,0,53,40,65,84,72,94,1,76,33
4/26/2021,35880,96,80,100,95,100,100,618,2628,12697,12596,30660,34020,16500,4500,720,0,1.5625,0,80,95,82,100,74,70,79,87,81
4/27/2021,20430,93,62,100,95,100,99,350,2392,8424,7069,40020,26700,17040,2640,0,0,1.4375,0,75,62,79,80,73,100,87,86,45
4/28/2021,21030,95,67,95,100,100,99,612,2639,9048,12406,37260,28380,14580,6120,0,60,1.5625,1,71,50,75,91,77,100,51,85,75
4/29/2021,25650,94,62,95,100,100,99,481,2537,11434,9689,39060,26040,16980,4320,0,0,1.5,1,82,83,79,83,76,96,100,89,55
4/30/2021,29670,95,71,95,100,100,100,927,3149,22165,18678,36060,12120,30420,7800,0,0,1.90625,1,78,100,88,87,79,100,16,85,97
5/1/2021,14760,98,94,95,100,100,99,189,2076,4085,3719,25320,47340,7020,1560,120,5040,1.21875,1,43,2,75,72,72,71,1,78,61
5/2/2021,29490,94,74,95,95,100,98,493,2523,10662,10249,35400,29820,18060,2760,360,0,1.5,1,89,97,82,100,80,95,89,87,100
5/3/2021,24300,95,74,100,95,100,99,628,2672,10074,12713,33840,28560,18840,5160,0,0,1.59375,0,81,49,82,85,81,99,100,91,82
5/4/2021,24090,92,59,100,95,100,98,432,2539,10072,8472,41760,21960,19500,3180,0,0,1.53125,0,86,70,83,86,79,99,94,94,100
5/5/2021,18420,91,65,78,95,100,98,487,2550,11374,10050,39120,24960,18120,3600,60,540,1.53125,2,64,38,75,86,82,100,29,89,48
5/6/2021,22500,92,58,100,95,100,97,443,2553,10002,8795,42240,20340,20400,2580,0,840,1.53125,0,80,73,73,85,83,98,90,92,67
5/7/2021,23460,95,77,95,95,100,98,760,2880,18142,15330,32400,23460,23580,6960,0,0,1.71875,1,65,78,74,85,85,100,1,88,49
5/8/2021,26790,92,58,100,95,100,100,796,2973,13706,15253,43200,14220,21660,6960,360,0,1.78125,0,70,75,79,82,81,96,51,83,27
5/9/2021,13410,97,89,95,100,100,99,380,2317,8796,7732,26520,43320,12600,2820,120,1020,1.34375,1,50,None,64,66,77,73,1,71,67
5/10/2021,30390,91,58,78,100,100,100,513,2550,5854,10107,39660,27720,12780,4800,0,1440,1.53125,2,74,80,74,66,74,58,93,72,58
5/11/2021,27480,96,74,100,100,100,99,372,2377,8860,7405,33480,34620,15240,3060,0,0,1.40625,0,86,88,81,86,76,96,100,78,100
5/12/2021,25530,96,75,100,100,100,100,717,2771,12194,14520,33600,27840,18180,6720,60,0,1.65625,0,75,80,83,99,80,100,22,71,100
5/13/2021,25650,94,62,100,100,100,100,797,2876,14452,14678,41160,22140,16500,3300,2520,780,1.71875,0,83,73,85,83,77,100,88,76,100
5/14/2021,29850,98,89,100,100,100,100,685,2816,16571,14048,27960,13380,25380,4560,60,15060,1.6875,0,71,100,94,41,75,100,1,70,100
5/16/2021,22620,93,94,100,100,100,100,690,2755,14523,13792,24060,32160,25440,4620,120,0,1.625,0,78,52,91,90,74,100,100,76,51
5/17/2021,21090,87,73,100,100,100,100,667,2704,11305,13483,34440,28500,17160,6300,0,0,1.59375,0,77,45,85,94,73,99,95,83,51
5/18/2021,23070,82,62,100,100,100,99,452,2507,10937,9076,39480,27060,15540,4260,60,0,1.5,0,80,68,82,85,72,99,97,88,58
5/19/2021,24270,96,82,95,100,100,100,1058,3129,14087,19533,37020,24180,15660,6360,2400,780,1.875,1,74,88,82,88,76,100,28,89,68
5/20/2021,21930,93,58,95,100,100,100,392,2465,8885,7618,41400,24360,17820,2820,0,0,1.46875,1,75,70,79,38,70,100,96,92,58
5/21/2021,26580,98,88,100,100,100,100,672,2823,13935,13707,27600,21120,31800,3060,0,2820,1.6875,0,79,93,83,91,75,100,37,89,86
5/22/2021,26640,99,93,100,100,100,100,805,2995,19103,15976,24660,20160,37320,4260,0,0,1.78125,0,71,77,86,92,75,87,1,86,79
5/23/2021,16620,95,79,95,100,100,98,618,2715,14316,12597,30660,26400,26760,2520,60,0,1.625,1,60,15,75,91,72,95,32,79,59
5/24/2021,11760,93,80,95,100,100,98,418,2386,6024,8353,30480,41160,11220,3540,0,0,1.40625,1,47,None,57,91,70,56,12,74,56
5/25/2021,30210,92,48,100,100,100,97,474,2603,10317,9134,46320,16980,19500,3600,0,0,1.5625,0,81,88,68,100,76,100,89,79,84
5/26/2021,15780,96,74,100,100,100,97,439,2454,10759,9080,33300,32340,15420,4200,0,1140,1.46875,0,55,40,58,81,78,97,1,71,76
5/27/2021,34320,86,47,43,100,100,96,214,2231,4382,4031,45660,28980,10560,1200,0,0,1.34375,4,87,95,74,96,82,100,100,79,100
5/28/2021,23730,90,71,43,100,100,100,1173,3241,16232,21627,35100,23580,16080,5760,3180,2700,1.9375,4,73,82,76,93,89,95,41,81,52
5/29/2021,29790,95,65,100,100,100,100,573,2687,12749,11474,38100,23040,20640,4380,240,0,1.59375,0,74,87,86,26,80,97,87,79,35
5/30/2021,23550,95,73,100,100,100,100,472,2540,10247,9557,32880,30300,20280,2820,120,0,1.5,0,70,52,87,83,81,100,49,82,48
5/31/2021,28950,99,99,95,100,100,100,1094,3129,20270,21208,18060,38040,21780,4800,2820,900,1.84375,1,85,70,95,94,83,100,100,87,53
6/1/2021,23310,94,62,100,100,100,100,521,2576,11485,10411,39720,26280,15420,4740,240,0,1.53125,0,80,58,92,49,74,100,93,88,84
6/2/2021,23970,96,70,100,100,100,100,559,2681,12990,11587,33780,3900,20160,4020,0,24540,1.625,0,80,83,91,83,76,89,71,87,51
6/4/2021,30960,99,94,100,100,100,98,501,2590,11261,10132,23820,31320,30120,1140,0,0,1.53125,0,94,98,100,96,80,99,97,90,85
6/5/2021,26070,96,77,100,100,100,98,700,2758,13329,13254,31620,30180,20040,2940,1620,0,1.625,0,80,82,100,100,82,100,11,86,100
6/6/2021,20280,98,99,95,95,100,98,370,2314,3055,7255,19200,26700,6900,3720,0,29880,1.375,1,74,55,93,66,81,100,79,86,27
6/7/2021,23490,94,69,100,95,100,99,730,2806,12330,14694,35520,25200,18660,7020,0,0,1.6875,0,82,63,90,100,87,100,93,88,43
6/8/2021,27600,96,83,100,95,100,98,466,2549,10865,9167,29820,28740,25980,1800,60,0,1.53125,0,79,73,94,81,84,93,85,89,21
6/9/2021,20640,93,65,100,95,100,98,502,2567,11762,10238,38160,24780,19440,3960,60,0,1.53125,0,77,53,86,99,86,100,54,89,73
6/10/2021,23100,92,55,100,95,100,100,860,3003,13432,16198,42840,15780,20040,5460,1320,960,1.8125,0,81,65,82,87,86,93,100,88,50
6/11/2021,22950,95,72,95,100,100,100,771,2935,17566,15697,33420,20160,27480,5280,60,0,1.75,1,64,55,80,52,82,91,39,86,32
6/12/2021,24030,97,83,100,100,100,100,809,2792,11823,15321,27240,39840,12660,5040,1620,0,1.65625,0,62,60,80,81,78,97,1,78,52
6/13/2021,23730,92,69,95,100,100,100,510,2640,10963,10234,36180,22080,26640,1500,0,0,1.59375,1,78,63,80,68,76,99,97,84,75
6/14/2021,31650,98,86,100,100,100,100,670,2715,11609,13409,27360,32820,20520,5700,0,0,1.59375,0,79,78,91,91,78,100,48,72,100
6/15/2021,14040,97,83,100,100,100,100,675,2683,13499,12998,29820,27300,12120,5580,1080,10500,1.59375,0,79,None,76,94,77,76,100,84,34
6/16/2021,25530,93,60,100,100,100,100,496,2569,11840,10058,40980,23460,17520,4440,0,0,1.53125,0,80,68,78,79,78,94,78,86,100
6/17/2021,20130,95,63,100,100,100,100,789,2897,15482,15872,38580,19140,21000,7620,60,0,1.75,0,68,65,72,86,80,96,41,83,51
6/18/2021,26070,96,78,95,100,100,100,712,2722,9390,13045,31320,36360,13020,4200,1500,0,1.59375,1,62,63,76,75,77,100,28,76,32
6/19/2021,30060,92,69,78,100,100,100,947,3062,18925,19569,35940,21240,19440,9060,0,720,1.84375,2,83,93,85,70,77,90,99,86,53
6/20/2021,21120,92,73,95,100,100,100,376,2412,8371,7498,34260,34260,15600,2280,0,0,1.4375,1,65,55,81,72,72,94,36,78,45
6/21/2021,22140,96,71,100,100,100,100,584,2683,13900,11818,35940,22620,20880,4680,0,2280,1.59375,0,69,68,79,100,77,98,23,77,61
6/22/2021,20730,94,66,95,100,100,100,664,2723,13041,12479,37980,28200,14100,4200,1260,660,1.625,1,66,68,76,88,78,99,17,77,64
6/23/2021,25320,96,80,100,100,100,100,923,2999,16276,18123,31140,25500,20340,7200,1080,1140,1.78125,0,71,73,79,67,78,90,34,73,99
6/24/2021,21270,88,48,100,100,100,100,604,2758,14114,12222,45480,12720,23520,4680,0,0,1.65625,0,63,58,75,65,74,86,58,68,25
6/25/2021,23730,89,76,95,100,100,100,835,3011,20326,17265,34680,18360,26700,6600,60,0,1.8125,1,66,55,76,78,76,96,59,73,31
6/26/2021,12690,90,92,100,100,100,100,543,2556,11759,10806,24900,38280,19740,3000,480,0,1.5,0,55,None,61,77,73,100,1,64,64
6/27/2021,32160,99,99,100,100,100,100,1330,3387,24633,26456,19440,34380,18840,11040,1800,900,2,0,81,75,74,97,76,73,98,75,100
6/28/2021,22410,95,73,100,100,100,100,674,2776,16406,13883,34320,22920,23760,5400,0,0,1.65625,0,68,48,74,49,65,86,99,80,38
6/29/2021,18930,93,56,100,100,100,100,405,2453,9742,8042,42000,27180,12720,3420,0,1080,1.46875,0,66,35,69,86,65,100,82,83,37
6/30/2021,25050,95,66,100,100,100,100,484,2574,11480,9658,38040,23580,20760,4020,0,0,1.53125,0,75,70,72,91,72,100,91,86,38
7/1/2021,19830,97,82,100,100,100,100,1010,3083,16861,19310,30180,29280,17460,7920,1560,0,1.84375,0,67,50,69,92,75,100,73,83,22
7/2/2021,27900,96,78,95,100,100,100,1086,3267,22443,22378,30960,15120,28740,9060,60,2460,1.96875,1,77,68,76,57,71,100,100,84,70
7/3/2021,14160,96,80,100,100,100,100,363,2414,8241,6903,30240,23340,19440,1800,0,11580,1.4375,0,45,8,64,71,65,91,1,76,30
7/4/2021,31050,100,100,100,100,100,100,505,2543,11351,10033,13080,27660,22560,2580,180,20340,1.53125,0,70,95,76,100,73,100,36,73,27
7/6/2021,23580,94,61,100,100,100,100,473,2530,11401,9526,40500,24540,17100,4260,0,0,1.5,0,82,70,79,None,81,99,83,91,96
7/7/2021,22770,94,58,100,100,100,99,486,2549,11821,9815,41280,23400,17640,4080,0,0,1.53125,0,80,53,78,89,85,100,96,91,74
7/8/2021,16860,94,57,100,100,100,99,664,2801,11931,12888,41820,14280,23760,5520,0,1020,1.6875,0,73,45,68,87,88,93,100,90,30
7/9/2021,25050,100,99,100,100,100,100,1094,3172,26212,22959,18600,31560,26520,9360,360,0,1.875,0,64,63,72,80,87,96,20,85,38
7/10/2021,17220,93,72,78,100,100,100,398,2504,8076,7462,34800,25320,24120,2100,60,0,1.5,2,67,40,63,77,78,97,83,90,40
7/11/2021,27210,97,85,95,100,100,100,701,2725,9369,12973,31680,34020,14700,4200,1320,480,1.625,1,74,98,70,99,81,95,35,88,57
7/12/2021,24090,95,67,100,100,100,100,512,2572,12305,10304,38160,25500,18240,4320,180,0,1.53125,0,81,82,73,72,81,100,87,91,83
7/13/2021,21900,95,69,100,100,100,100,673,2729,13235,13618,35940,26760,16020,6840,0,840,1.625,0,76,47,72,87,82,100,80,92,83
7/14/2021,22950,94,58,100,100,100,100,558,2699,13583,10935,39180,7020,21000,4980,0,14220,1.65625,0,81,75,73,85,81,100,80,93,86
7/16/2021,17190,93,58,95,100,100,98,177,2161,4297,3321,41880,33000,10920,600,0,0,1.28125,1,52,15,64,78,82,100,1,90,44
7/19/2021,18750,93,62,95,100,100,96,424,2496,7637,8404,38580,25680,19980,2100,60,0,1.5,1,42,17,None,96,None,69,21,None,59
7/20/2021,30840,99,100,100,100,100,96,591,2597,13000,12214,16740,44520,21000,3960,180,0,1.53125,0,70,88,76,93,92,100,1,77,77
7/21/2021,23010,96,76,100,100,100,98,857,2974,17584,16586,33000,22980,22920,5460,1200,840,1.78125,0,78,65,78,100,90,100,94,89,24
7/22/2021,19530,96,81,95,100,100,99,550,2575,13073,11208,30960,33180,17100,5100,60,0,1.53125,1,66,35,73,64,84,78,90,87,11
7/24/2021,29430,85,44,95,100,100,100,317,2441,6869,5793,49800,14760,20880,960,0,0,1.46875,1,91,100,96,56,74,89,99,91,100
7/25/2021,26490,95,67,100,100,100,100,477,2528,6844,9235,37080,30540,15240,3540,0,0,1.5,0,68,64,99,88,80,94,1,79,46
